Order ID,Order Date,Delivery Date,Customer Name,Customer Type,Customer Age,Region,County,City,Branch,Sales Rep,Lead Source,Car Make,Car Model,Vehicle Type,Vehicle Year,Fuel Type,Transmission,Color,Units Sold,Unit Selling Price,Unit Cost,Discount,Delivery Fee,Logistics Cost,Payment Method,Payment Status,Delivery Status,Customer Rating,Review Count,Returned,Revenue Recorded
LCL1193,1/13/2026,null,Kevin Nyambura,Government,68,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Aisha Mohamed,Whatsapp,Toyota,Prado Tx,SUV,2019,hybrid,automatic,blue,3,null,5640000,0.05,42000,72000,BANK TRANSFER,partially paid,at the yard,2.1,null,NO,18532800
ORD1194,10/7/2025,null,Kevin Njeri,Individual,53,Coast,Mombasa,Mombasa,Mombasa,Peter  Kiptoo,Whatsapp,Toyota,Harrier,SUV,2022,petrol,automatic,red,1,4615000,4036000,10 %,0,180000,CHEQUE,paid,delivered,5,4,NO,4306500
LCL1195,1/5/2025,1/13/2025,James Mutua,Car Dealer,37,Western,Kakamega,Kakamega,Kakamega,Mercy Atieno,Referral,Mazda,CX5,SUV,2018,petrol,automatic,black,8,3866000,3251000,0.2,41000,60000,BANK TRANSFER,partially paid,cancelled,2.7,6,NO,24780000
Not Provided,11/17/2025,11/21/2025,Joy Mugambi,Company,60,Rift Valley,Nakuru,Nakuru,Nakuru,Samuel Mutua,Referral,Nissan,Juke,CROSSOVER,2021,petrol,automatic,silver,7,1950000,1692000,10%,145000,222000,M-PESA,refunded,at the yard,2.5,15,NO,null
CAR1197,4/28/2025,5/25/2025,Not Provided,Individual,29,Western,Kakamega,Kakamega,Kakamega,DaniEl Kimani,Referral,Mazda,CX5,SUV,2019,petrol,automatic,blue,4,3551000,2814000,null,null,101000,RTGS,pending,at the yard,4.5,33,NO,11476200
LC1198,null,null,Hassan Mwangi,Individual,57,Nairobi,Nairobi,Nairobi,Nairobi,Faith Achieng,Instagram,Honda,Vezel,CROSSOVER,2026,petrol,automatic,green,1,3028000,2401000,12%,23000,60000,M-PESA,cancelled,cancelled,2.7,0,NO,null
LC1199,null,null,Daniel Kariuki,Car Dealer,46,Western,Kakamega,Kakamega,Kakamega,Mercy  Atieno,Tender,Toyota,Fielder,WAGON,2017,petrol,automatic,pearl,4,1738000,1429000,null,180000,252000,CHEQUE,completed,delivered,3.1,0,NO,6644360
LC1200,null,null,Peter Ochieng,Corporate,27,Nyanza,Kisumu,Kisumu,Kisumu,Samuel Mutua,Walk-In,Mazda,Atenza,SEDAN,2015,diesel,manual,green,5,2660000,2241000,5%,141000,137000,RTGS,partially paid,at the yard,3.2,36,NO,12776000
ORD1201,null,2/24/2026,Brian Wanjiku,N.G.O,58,Central,Kiambu,Thika,Thika,Mary,Instagram,Toyota,Land Cruiser,SUV,2018,petrol,automatic,green,1,14682000,11987000,0.12,null,151000,RTGS,paid,cancelled,2.8,3,NO,6509080
Not Provided,3/21/2026,4/9/2026,Brian Ochieng,Retail,58,Nairobi,Nairobi,Nairobi,Nairobi,Faith Achieng,Tender,Honda,Vezel,CROSSOVER,2021,diesel,automatic,black,2,2430000,2087000,null,106000,75000,M-PESA,cancelled,cancelled,2.7,39,NO,4382800
LCL1203,null,null,Aisha Mohamed,Corporate,27,Nairobi,Nairobi,Nairobi,Nairobi,Aisha Mohamed,Tender,Toyota,Hilux,PICKUP,2020,diesel,automatic,pearl,3,5527000,4841000,12%,138000,159000,CASH,paid,in-transit,5,13,NO,16202208
LCL1204,5/26/2025,null,Mary Kiptoo,Corporate,55,Central,Kiambu,Thika,Thika,Mercy AtiEno,Instagram,Isuzu,D-Max,PICKUP,2015,petrol,automatic,red,1,4230000,3526000,3 %,130000,181000,CHEQUE,paid,delivered,4.2,32,NO,4233100
CAR1205,4/5/2026,4/7/2026,James Maina,Corporate,25,Rift Valley,Nakuru,Nakuru,Nakuru,Faith  Achieng,Facebook,Honda,Fit Hybrid,HATCHBACK,2015,petrol,manual,blue,1,1275000,null,0.02,160000,null,BANK TRANSFER,paid,delivered,2.4,41,NO,1409500
LC1206,3/9/2025,9/26/2025,Faith Maina,Individual,42,Eastern,Machakos,Athi River,Athi River,Grace Njeri,Referral,Honda,Vezel,CROSSOVER,2017,petrol,automatic,blue,1,3042000,2319000,null,166000,211000,M-PESA,paid,delivered,3,16,YES,3208000
CAR1207,1/17/2026,2/8/2026,Mary Mutua,Government,27,Nyanza,Kisumu,Kisumu,Kisumu,Brian Otieno,Tender,Isuzu,D-Max,PICKUP,2023,petrol,automatic,pearl,4,4625000,3590000,5%,134000,182000,CHEQUE,paid,delivered,3.5,45,YES,17709000
LC1208,null,null,Carol Maina,Retail,null,Rift Valley,Not Provided,Eldoret,Eldoret,Brian Otieno,,Mitsubishi,Outlander,SUV,Not Provided,petrol,Not Provided,black,1,3367000,2607000,12%,146000,201000,ASSET FINANCING,pending,delayed,3.4,11,Not Provided,3419856
CAR1209,9/24/2025,null,Kevin Otieno,Government,28,Rift Valley,Eldoret,Eldoret,Eldoret,Samuel  Mutua,Phone Call,Honda,Vezel,CROSSOVER,2015,diesel,manual,white,1,2755000,2483000,15%,40000,73000,CHEQUE,paid,on the way,4.3,0,NO,1190875
ORD1210,8/7/2025,7/3/2025,James Chebet,Car Dealer,46,Western,Kakamega,Kakamega,Kakamega,Faith Achieng,Instagram,Nissan,Navara,PICKUP,2017,diesel,automatic,green,3,4724000,3868000,null,39000,50000,M-PESA,completed,completed,4.5,8,Not Provided,13927560
LCL1211,null,null,Brian Nyambura,Individual,67,Eastern,Machakos,Athi River,Athiriver,Grace Njeri,Whatsapp,Toyota,Prado Tx,SUV,2019,petrol,automatic,black,3,6918000,5906000,5%,null,210000,CASH,paid,done,2.3,19,NO,6749100
Not Provided,8/2/2026,3/6/2026,John Mohamed,Car Dealer,68,Central,Kiambu,Thika,Thika,Mary Wanjiku,Website,Nissan,Note,HATCHBACK,2022,petrol,automatic,green,2,1349000,1170000,12%,55000,102000,WIRE,paid,delivered,3.2,41,NO,1214620
LCL1213,null,12/13/2025,Mercy Wanjiku,Car Dealer,61,Eastern,Machakos,Athi River,Athi River,Grace Njeri,Instagram,Mazda,Demio,HATCHBACK,2016,petrol,automatic,blue,3,1312000,1088000,5%,null,153000,LOAN,paid,delivered,4.7,25,NO,1379400
ORD1214,12/12/2025,null,Naomi Maina,Government,33,Central,Kiambu,Thika,Thika,Peter Kiptoo,Facebook,Toyota,Fielder,WAGON,2018,petrol,automatic,green,3,1952000,1605000,7%,82000,104000,CASH,paid,in-transit,2.1,19,NO,5528080
ORD1215,null,4/21/2025,Unknown,N.G.O,30,Rift Valley,Nakuru,Nakuru,Nakuru,Daniel Kimani,Tender,Mazda,Atenza,SEDAN,2023,hybrid/petrol,automatic,green,1,2480000,2032000,15,146000,143000,M-PESA,paid,delivered,4.7,39,YES,4508000
ORD1216,null,9/6/2025,Mary Mohamed,Individual,null,Central,Kiambu,Thika,Thika,Aisha  Mohamed,Phone Call,Volkswagen,Tiguan,SUV,2023,diesel,automatic,green,1,4591000,3901000,null,97000,129000,CHEQUE,paid,delivered,4.5,11,NO,4596180
ORD1217,5/9/2025,6/7/2025,Mary Wanjiku,Government,56,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Grace Njeri,Walk-In,Toyota,Axio,SEDAN,2016,hybrid,automatic,pearl,1,1875000,1638000,0.1,48000,null,CHEQUE,pending,at the yard,3.7,20,NO,1055250
LC1218,null,null,James Mugambi,Individual,43,Eastern,Machakos,Athi River,Athi River,Faith Achieng,Whatsapp,Honda,Vezel,CROSSOVER,2022,petrol,automatic,red,1,2755000,2332000,null,35000,51000,M-PESA,paid,completed,2.8,8,NO,2707350
CAR1219,5/21/2025,null,Victor Muthoni,Car Dealer,35,Eastern,Machakos,Athi River,Athi River,Peter,Phone Call,Toyota,Hilux,PICKUP,202A,petrol,automatic,silver,4,5601000,4957000,2,116000,177000,BANK,completed,delivered,3.1,22,NO,22070000
ORD1220,null,null,Aisha Omondi,Individual,42,Western,Kakamega,Kakamega,Kakamega,BriAn Otieno,Website,Toyota,Harrier,SUV,2015,hybrid/petrol,manual,green,1,3937000,4,15%,92000,101000,ASSET FINANCING,paid,delivered,4.4,27,NO,3782295
LCL1221,12/5/2025,null,Kevin Wanjiku,N.G.O,62,Nyanza,Kisumu,Kisumu,Kisumu,Daniel Kimani,Instagram,Mercedes Benz,E250,SALOON,2015,petrol,automatic,black,1,7019000,6005000,15 %,145000,175000,CASH,paid,cancelled,2.4,41,Not Provided,null
LCL1222,3/5/2026,null,James Muthoni,N.G.O,25,Nairobi,Nairobi,Nairobi,Nairobi,Faith Achieng,Tender,Mitsubishi,Canter,TRUCK,2026,petrol,automatic,green,1,3779000,3125000,5 %,null,94000,M-PESA,cancelled,cancelled,4.7,35,NO,0
CAR1223,3/9/2026,null,Winnie Njeri,Car Dealer,58,Nairobi,Nairobi,Nairobi,Main,Kevin Mwangi,Website,Toyota,Harrier,SUV,2025,diesel,manual,white,1,4102000,3684000,12%,83000,98000,ASSET FINANCING,refunded,on the way,2.5,1,YES,737399
LC1224,null,null,Naomi Mutua,Corporate,121,Coast,Mombasa,Mombasa,Mombasa,Faith Achieng,Phone Call,Honda,Vezel,CROSSOVER,2024,hybrid,automatic,blue,1,2443000,2208000,3%,52000,null,CASH,paid,delivered,2.8,29,NO,4843420
ORD1174,null,null,Naomi Wanjiku,Individual,48,Westernen,Kakamega,Kakamega,Kakamega,Mary  Wanjiku,Instagram,Mazda,Atenza,SEDAN,2016,petrol,automatic,silver,1,2671000,2387000,7%,72000,76000,BANK TRANSFER,partially paid,delivered,2.5,5,NO,2556030
Not Provided,12/21/2025,1/18/2026,Naomi Nyambura,Company,35,Coast,Mombasa,Mombasa,Mombasa,Mercy Atieno,Instagram,Mazda,CX5,SUV,2023,petrol,automatic,white,1,3560000,3030000,10%,82000,85000,CASH,paid,in-transit,2.8,27,NO,3286000
CAR1227,1/7/2025,7/7/2025,Peter Mutua,Individual,65,Rift Valley,Nakuru,Nakuru,Nakuru,Brian Otieno,Whatsapp,Toyota,Harrier,SUV,2026,petrol,automatic,blue,1,4445000,3843000,12%,46000,52000,BANK,pending,delivered,4.2,27,YES,3957600
Not Provided,11/24/2025,12/12/2025,Faith Kiptoo,Corporate,43,Central,Kiambu,Thika,Thika,Kevin Mwangi,Phone Call,Honda,Fit,HATCHBACK,2020,petrol,automatic,green,5,1592000,1347000,1.2,111000,124000,M-PESA,paid,in-transit,4.3,14,YES,1480999
ORD1229,6/3/2026,5/31/2026,Linda Mutua,N.G.O,62,Nairobi,Nairobi,Nairobi,Main,Mercy,Whatsapp,Nissan,Note,HATCHBACK,2026,petrol,manual,red,2,1189000,932000,0,19000,null,M-PESA,paid,in-transit,3,2,NO,2400000
LCL1230,null,null,John Mugambi,Car Dealer,55,Central,Kiambu,Thika,Thika,BriAn Otieno,Referral,Isuzu,N-Series,TRUCK,2015,petrol,automatic,white,1,4783000,3640000,5%,110000,146000,CHEQUE,pending,delivered,3.5,38,NO,4653850
ORD1231,null,null,Faith Mwangi,Individual,67,Western,Kakamega,Kakamega,Kakamega,Daniel Kimani,Facebook,Subaru,XV,CROSSOVER,2017,petrol,automatic,black,1,null,1831000,7%,84000,73000,BANK TRANSFER,cancelled,done,5,13,YES,0
LCL1232,8/28/2025,null,Kevin Wanjiku,N.G.O,27,Nyanza,Kisumu,Kisumu,Kisumu,BriAn Otieno,Website,Toyota,Fielder,WAGON,2015,petrol,automatic,black,1,1880000,1675000,0 %,15000,14000,CASH,cancelled,done,4.3,39,YES,0
ORD1233,null,null,Winnie Maina,Car Dealer,47,Rift Valley,Nakuru,Nakuru,Nakuru,Grace Njeri,Website,Mazda,CX5,SUV,2025,diesel,automatic,silver,4,3473000,3,0.05,25000,42000,M-PESA,paid,done,3.1,6,YES,13222400
Not Provided,4/18/2026,null,Kevin Kimani,N.G.O,33,Coast,Mombasa,Mombasa,Mombasa,Mercy,Phone Call,BMW,X5,SUV,2020,hybrid,automatic,white,1,9991000,8484000,15%,117000,170000,ASSET FINANCING,paid,delivered,5,10,YES,8609350
LCL1235,null,null,Joseph Otieno,Individual,67,Nyanza,Kisumu,Kisumu,Kisumu,Peter Kiptoo,Tender,Honda,CR-V,SUV,2024,petrol,manual,green,null,4408000,3,10%,98000,93000,CHEQUE,paid,delivered,3.1,4,NO,4065200
LCL1236,null,null,Joy Kariuki,Company,36,Eastern,Machakos,Mlolongo,Athi River,Kevin,Walk-In,Nissan,X-Trail,SUV,2022,petrol,automatic,pearl,1,3631000,2829000,0%,40000,66000,M-PESA,paid,delivered,3.4,45,NO,3676000
LCL1237,12/16/2025,11/4/2026,Mercy Muthoni,Government,41,Nyanza,Kisumu,Kisumu,Kisumu,Daniel Kimani,Whatsapp,Subaru,Forester,SUV,2020,diesel,automatic,silver,1,0,3054000,0.05,54000,63000,CASH,paid,in-transit,3.2,20,Not Provided,3648800
CAR1238,null,null,Mary Maina,N.G.O,28,Rift Valley,Nakuru,Nakuru,Nakuru,Faith Achieng,Facebook,Mercedes Benz,C200,SEDAN,2015,diesel,automatic,red,1,5736000,4678000,2%,72000,80000,CASH,completed,delayed,2.4,1,YES,5693280
LCL1239,5/14/2026,1/6/2026,Grace Nyambura,Government,30,Eastern,Machakos,Athi River,Athi River,Grace Njeri,Walk-In,Mazda,Demio,HATCHBACK,2021,petrol,automatic,red,1,1269000,1085000,0.2,57000,68000,CHEQUE,paid,at the yard,4.7,34,YES,1072200
LC1240,5/30/2026,6/16/2026,Grace Njeri,N.G.O,46,Nyanza,Kisumu,Kisumu,Kisumu,Aisha,Website,Mazda,Atenza,SEDAN,null,petrol,automatic,silver,2,2597000,2102000,3%,142000,165000,LOAN,refunded,delayed,3.2,1,YES,0
LC1241,null,null,Victor Kiptoo,Government,66,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Grace Njeri,Phone Call,BMW,320I,SEDAN,2019,hybrid,automatic,green,1,4279000,3511000,7%,31000,42000,CHEQUE,cancelled,cancelled,3.5,12,YES,null
LCL1242,4/6/2026,4/4/2026,Kevin Wafula,Corporate,28,Rift Valley,Nakuru,Nakuru,Nakuru,Grace Njeri,Facebook,Mercedes Benz,C200,SEDAN,2017,diesel,automatic,blue,7,5660000,4983000,3%,79000,104000,CHEQUE,pending,delivered,2.5,43,YES,38510400
LCL1243,null,2/21/2025,Grace Kiptoo,N.G.O,58,Rift Valley,Eldoret,Eldoret,Eldoret,Mercy Atieno,Walk-In,Subaru,Impreza,SEDAN,2022,hybrid/petrol,automatic,pearl,1,null,1852000,0%,62000,80000,CASH,completed,delivered,4.9,20,Not Provided,1674500
LCL1244,null,5/6/2026,Daniel Mwangi,N.G.O,36,Coast,Mombasa,Mombasa,Mombasa,Brian Otieno,Phone Call,Toyota,Fielder,WAGON,2016,hybrid,automatic,red,1,1730000,1335000,0.02,56000,null,M-PESA,pending,cancelled,4.9,17,NO,1755320
LCL1245,null,11/24/2025,Brian Maina,Corporate,45,Western,Kakamega,Kakamega,Kakamega,Mercy  Atieno,Website,Subaru,Forester,SUV,2026,petrol,automatic,white,1,3043000,2323000,0.1,112000,null,CHEQUE,paid,done,4.3,30,YES,3135770
ORD1246,null,6/2/2025,,Corporate,31,Coast,Mombasa,Mombasa,Mombasa,Grace Njeri,Website,Honda,Fit Hybrid,HATCHBACK,2022,hybrid,automatic,white,1,1470000,null,null,106000,170000,ASSET FINANCING,paid,delivered,4,44,YES,1546600
ORD1247,null,1/30/2025,Daniel Maina,Car Dealer,52,Eastern,Machakos,Athi River,Athi River,Daniel,Instagram,Toyota,Prado Tx,SUV,2026,petrol,automatic,green,3,6996000,5362000,null,0,48000,CASH,paid,delivered,4.5,6,NO,18931200
CAR1248,null,null,Joseph Omondi,Corporate,64,Coast,Mombasa,Mombasa,Mombasa,Brian  Otieno,Tender,Mitsubishi,Outlander,SUV,2021,petrol,automatic,black,1,3444000,2841000,2 %,164000,225000,CHEQUE,paid,done,4.4,27,Not Provided,3539120
LCL1249,10/26/2025,null,Hassan Wanjiku,Car Dealer,57,Nairobi,Nairobi,Nairobi,Nairobi,Brian Otieno,Referral,BMW,320I,SEDAN,2016,diesel,manual,pearl,1,4349000,3923000,10 %,40000,65000,CHEQUE,cancelled,cancelled,null,12,NO,0
LCL1250,null,8/26/2025,Victor Maina,N.G.O,56,Western,Kakamega,Kakamega,Kakamega,Daniel Kimani,Phone Call,Toyota,Corolla,SEDAN,2024,petrol,automatic,white,1,1775000,1401000,0.25,34000,52000,BANK TRANSFER,paid,completed,4.7,29,Not Provided,1365250
LC1251,1/15/2025,5/5/2025,John Achieng,Individual,41,Mombasa,Mombasa,Mombasa,Mombasa,Samuel Mutua,Phone Call,Volkswagen,Golf,HATCHBACK,2025,petrol,manual,silver,1,1927000,1730000,2%,152000,null,CHEQUE,paid,completed,5,20,YES,2040000
ORD1252,1/23/2025,null,James Wafula,Government,39,Nyanza,Kisumu,Kisumu,Kisumu,Grace  Njeri,Referral,Mitsubishi,Pajero,SUV,2023,diesel,automatic,green,1,4376000,3530000,null,93000,116000,ASSET FINANCING,paid,at the yard,2.7,14,YES,4162679
ORD1253,null,null,Peter Maina,Corporate,40,Nyanza,Kisumu,Kisumu,Kisumu,Daniel Kimani,Tender,Nissan,X-Trail,SUV,2020,petrol,manual,pearl,1,0,2632000,0.5,18000,26000,BANK TRANSFER,cancelled,cancelled,4.1,12,YES,0
ORD1254,4/10/2025,null,Naomi Otieno,Individual,57,Central,Kiambu,Thika,Thika,FaiTh Achieng,Referral,Toyota,Hilux,PICKUP,2018,petrol,automatic,white,1,6132000,5461000,10,137000,103000,M-PESA,partially paid,in-transit,4.2,16,NO,6193980
LCL1255,null,4/2/2025,Faith Nyambura,Car Dealer,25,Rift Valley,Nakuru,Nakuru,Nakuru,Grace,Referral,Toyota,Prado Tx,SUV,2016,diesel,automatic,white,1,7911000,6248000,10%,49000,96000,CASH,partially paid,done,2,28,YES,null
CAR1256,null,null,Daniel Mugambi,Car Dealer,30,Eastern,Machakos,Athi River,Athi River,Mercy  Atieno,Website,Mitsubishi,Canter,TRUCK,2015,petrol,manual,pearl,1,3583000,2884000,15 %,0,83000,CASH,pending,delayed,2.1,0,NO,1545275
LC1257,1/12/2026,null,Mary Omondi,Car Dealer,47,Western,Kakamega,Kakamega,Kakamega,Peter  Kiptoo,Website,Toyota,Fielder,WAGON,2023,petrol,manual,green,1,1990000,1697000,15 %,142000,144000,WIRE,cancelled,delivered,2.2,null,Not Provided,0
Not Provided,null,2/21/2025,Daniel Mwangi,N.G.O,22,Coast,Mombasa,Mombasa,Mombasa,Kevin,Referral,Volkswagen,Golf Gti,HATCHBACK,2019,petrol,automatic,silver,1,1960000,1547000,0.1,38000,58000,RTGS,completed,delivered,3.9,32,YES,1798400
CAR1259,5/2/2025,5/7/2025,Mercy Muthoni,Car Dealer,null,Nyanza,Kisumu,Kisumu,Kisumu,Peter Kiptoo,Instagram,Toyota,Harrier,SUV,2022,petrol,automatic,blue,7,5102000,4109000,0%,104000,119000,M-PESA,pending,delivered,2.7,3,YES,35818000
LC1260,null,null,,N.G.O,65,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Aisha Mohamed,Walk-In,Mazda,Demio,HATCHBACK,2020,hybrid,automatic,pearl,1,1183000,931000,15,18000,54000,ASSET FINANCING,partially paid,delivered,3.3,2,NO,570925
LCL1261,null,null,Linda Nyambura,Car Dealer,26,Western,Kakamega,Kakamega,Kakamega,Mary Wanjiku,Referral,Nissan,Note,HATCHBACK,2026,petrol,automatic,silver,1,1283000,1000000,0.25,30000,70000,ASSET FINANCING,paid,completed,null,24,YES,null
ORD1262,null,1/6/2026,Hassan Mutua,N.G.O,41,Nairobi,Nairobi,Nairobi,Main,Faith Achieng,Walk-In,BMW,X5,SUV,2023,petrol,automatic,red,1,9721000,8010000,5%,21000,35000,M-PESA,partially paid,at the yard,null,36,NO,9255950
LCL1263,null,null,James Maina,Corporate,67,Eastern,Machakos,Athi River,Athi River,Mercy AtiEno,Referral,Mitsubishi,Canter,TRUCK,2020,diesel,manual,green,2,3670000,3025000,2%,152000,200000,BANK TRANSFER,cancelled,cancelled,3,14,NO,null
CAR1264,9/21/2025,null,Grace Kiptoo,Government,59,Rift Valley,Nakuru,Nakuru,Nakuru,Daniel Kimani,Facebook,Subaru,Outback,WAGON,2016,petrol,automatic,silver,1,3495000,3038000,10%,58000,56000,M-PESA,completed,in-transit,4,15,NO,3203500
LC1265,12/27/2025,2/1/2026,Linda Wafula,Car Dealer,63,Coast,Mombasa,Mombasa,Mombasa,Mary Wanjiku,Whatsapp,Subaru,Forester,SUV,2023,petrol,automatic,green,1,3240000,null,3%,0,172000,ASSET FINANCING,paid,delivered,2.1,42,NO,3313800
LCL1266,4/27/2025,5/4/2025,Mary Mutua,Corporate,22,Rift Valley,Nakuru,Nakuru,Nakuru,Samuel,Tender,Isuzu,N-Series,TRUCK,2016,petrol,manual,pearl,2,5963000,5364000,null,34000,null,CASH,cancelled,cancelled,2.1,23,NO,0
CAR1267,1/9/2026,null,Samuel Mugambi,N.G.O,34,Coast,Mombasa,Mombasa,Mombasa,Mary WanjiKu,Referral,Mitsubishi,Outlander,SUV,2024,diesel,automatic,pearl,1,3750000,3,3%,131000,160000,ASSET FINANCING,partially paid,at the yard,4.5,5,YES,null
LC1268,6/13/2025,null,James Njeri,Corporate,29,Rift Valley,Nakuru,Nakuru,Nakuru,Mercy Atieno,Tender,Nissan,Juke,CROSSOVER,2025,petrol,automatic,green,1,2114000,null,0.5,169000,107000,CASH,paid,completed,3,33,YES,1226000
ORD1269,null,null,Brian Kariuki,Corporate,null,Rift Valley,Nakuru,Nakuru,Nakuru,Aisha  Mohamed,Referral,Mercedes Benz,E250,SEDAN,2016,petrol,automatic,white,3,6140000,4722000,null,109000,123000,CASH,paid,delivered,3.3,21,NO,6249000
LCL1270,4/29/2025,null,Faith Njeri,N.G.O,40,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Samuel Mutua,Facebook,Honda,Vezel Hybrid,CROSSOVER,2017,diesel,automatic,green,2,3017000,2683000,null,30000,57000,CHEQUE,partially paid,delivered,4.9,8,NO,null
LC1271,null,5/6/2026,Kevin Mohamed,N.G.O,29,Nyanza,Kisumu,Kisumu,Kisumu,Mercy Atieno,Referral,Mazda,CX5,SUV,2025,petrol,automatic,green,3,3673000,3088000,0.03,105000,110000,BANK TRANSFER,paid,delayed,4,21,NO,3667810
ORD1272,null,null,Winnie Kariuki,Government,42,Western,Kakamega,Kakamega,Kakamega,Mary Wanjiku,Instagram,Honda,CR-V,SUV,2025,petrol,automatic,green,1,null,3781000,10%,149000,126000,M-PESA,completed,done,4.8,42,NO,3941600
CAR1273,null,null,Brian Maina,N.G.O,52,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Faith Achieng,Walk-In,Mazda,Demio,HATCHBACK,2023,diesel,automatic,pearl,1,1185000,948000,3%,141000,159000,M-PESA,paid,in-transit,4,null,NO,1290450
LCL1274,null,null,Mercy Kariuki,Corporate,44,Rift Valley,Uasin Gishu,Eldoret,Eldoret,Kevin,Instagram,Toyota,Prado Tx,SUV,2026,petrol,automatic,blue,2,7948000,6126000,7 %,87000,null,CHEQUE,pending,delivered,2.4,41,YES,14870000
LCL1275,6/19/2026,7/11/2026,Brian Mwangi,Individual,59,Central,Kiambu,Thika,Thika,Mercy Atieno,Instagram,Toyota,Hiace,VAN,2016,diesel,automatic,green,3,null,4489000,null,164000,null,M-PESA,refunded,delayed,4.7,24,YES,0
